person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,person_cred_hist_length,loan_status,income_to_age_ratio,loan_amt_to_income_ratio,emp_length_to_age_ratio
RENT,DEBTCONSOLIDATION,9.91,0.16,4,1,1370.2608695652175,0.1586495748191395,0.0
OWN,PERSONAL,11.36,0.13,2,0,1826.0869565217392,0.12857142857142856,0.043478260869565216
MORTGAGE,EDUCATION,7.74,0.2,3,0,1828.1739130434783,0.20214992389649925,0.30434782608695654
RENT,PERSONAL,9.91,0.16,3,1,1391.304347826087,0.15625,0.0
RENT,MEDICAL,13.99,0.13,4,0,1583.3333333333333,0.13157894736842105,0.3333333333333333
RENT,HOMEIMPROVEMENT,11.36,0.16,4,1,1391.304347826087,0.15625,0.21739130434782608
RENT,EDUCATION,7.29,0.13,3,0,1727.2727272727273,0.13157894736842105,0.0
RENT,EDUCATION,11.36,0.13,4,0,1809.5238095238096,0.13157894736842105,0.0
MORTGAGE,EDUCATION,5.42,0.24,4,0,1833.8695652173913,0.2370848052348325,0.043478260869565216
RENT,MEDICAL,11.58,0.13,3,0,1652.1739130434783,0.13157894736842105,0.0
RENT,EDUCATION,15.37,0.16,3,1,1280.0,0.15625,0.04
RENT,VENTURE,13.93,0.16,4,1,1391.304347826087,0.15625,0.08695652173913043
RENT,VENTURE,6.91,0.13,2,0,1652.3478260869565,0.1315650984106936,0.21739130434782608
OWN,HOMEIMPROVEMENT,6.62,0.19,4,0,1689.6,0.1893939393939394,0.4
MORTGAGE,EDUCATION,12.73,0.13,3,0,1836.5217391304348,0.13020833333333334,0.13043478260869565
MORTGAGE,PERSONAL,12.84,0.19,2,0,1760.5,0.18934014957871817,0.125
RENT,VENTURE,14.84,0.15,4,1,1244.3076923076924,0.15454995054401582,0.0
RENT,PERSONAL,10.59,0.13,4,0,1828.5714285714287,0.13020833333333334,0.23809523809523808
MORTGAGE,DEBTCONSOLIDATION,11.36,0.19,2,0,1693.92,0.18891092849721355,0.36
RENT,MEDICAL,10.99,0.13,2,0,1600.0,0.13020833333333334,0.125
RENT,DEBTCONSOLIDATION,11.14,0.13,3,0,1600.0,0.13020833333333334,0.125
RENT,MEDICAL,21.36,0.15,2,1,1375.0,0.15151515151515152,0.041666666666666664
RENT,PERSONAL,9.25,0.15,3,1,1618.857142857143,0.14707612660312977,0.14285714285714285
RENT,PERSONAL,14.84,0.15,2,1,1478.0869565217392,0.14707612660312977,0.0
RENT,HOMEIMPROVEMENT,14.96,0.15,2,1,1416.5,0.14707612660312977,0.08333333333333333
RENT,VENTURE,12.92,0.15,4,1,1416.5,0.14707612660312977,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,14.61,0.03,2,1,1742.2857142857142,0.02733136547501913,0.23809523809523808
RENT,PERSONAL,11.36,0.15,4,1,1545.4545454545455,0.14705882352941177,0.2727272727272727
RENT,EDUCATION,12.23,0.15,2,1,1416.6666666666667,0.14705882352941177,0.08333333333333333
RENT,DEBTCONSOLIDATION,12.73,0.15,3,1,1545.4545454545455,0.14705882352941177,0.18181818181818182
RENT,PERSONAL,14.59,0.15,4,1,1619.047619047619,0.14705882352941177,0.09523809523809523
RENT,MEDICAL,16.89,0.14,3,1,1568.1818181818182,0.14492753623188406,0.09090909090909091
RENT,PERSONAL,16.02,0.14,3,1,1392.0,0.14367816091954022,0.08
RENT,MEDICAL,15.21,0.14,2,1,1581.8181818181818,0.14367816091954022,0.0
RENT,EDUCATION,15.96,0.14,4,1,1590.909090909091,0.14285714285714285,0.18181818181818182
RENT,PERSONAL,14.79,0.14,2,1,1666.6666666666667,0.14285714285714285,0.2857142857142857
RENT,HOMEIMPROVEMENT,14.96,0.14,3,1,1411.2,0.1417233560090703,0.0
RENT,EDUCATION,12.68,0.14,4,1,1636.3636363636363,0.1388888888888889,0.045454545454545456
RENT,MEDICAL,16.32,0.14,4,1,1636.3636363636363,0.1388888888888889,0.22727272727272727
RENT,DEBTCONSOLIDATION,14.59,0.14,2,1,1500.0,0.1388888888888889,0.08333333333333333
RENT,VENTURE,13.22,0.14,4,1,1565.2173913043478,0.1388888888888889,0.0
MORTGAGE,HOMEIMPROVEMENT,11.36,0.27,2,1,1541.6666666666667,0.2702702702702703,0.3333333333333333
RENT,DEBTCONSOLIDATION,12.92,0.14,3,1,1504.1666666666667,0.13850415512465375,0.16666666666666666
RENT,MEDICAL,16.45,0.14,3,1,1541.6666666666667,0.13513513513513514,0.125
RENT,MEDICAL,12.18,0.13,2,1,1722.7272727272727,0.13192612137203166,0.09090909090909091
RENT,MEDICAL,14.84,0.13,2,1,1604.1666666666667,0.12987012987012986,0.0
MORTGAGE,DEBTCONSOLIDATION,7.14,0.17,4,1,1541.6666666666667,0.16891891891891891,0.2916666666666667
RENT,DEBTCONSOLIDATION,16.77,0.13,3,1,1625.0,0.1282051282051282,0.041666666666666664
RENT,MEDICAL,12.23,0.13,3,1,1772.7272727272727,0.1282051282051282,0.09090909090909091
RENT,DEBTCONSOLIDATION,15.37,0.13,4,1,1695.6521739130435,0.1282051282051282,0.13043478260869565
RENT,MEDICAL,14.84,0.13,2,1,1721.7391304347825,0.12626262626262627,0.17391304347826086
RENT,VENTURE,14.11,0.13,3,1,1666.5,0.125012501250125,0.0
RENT,PERSONAL,15.99,0.13,2,1,1538.4615384615386,0.125,0.0
MORTGAGE,MEDICAL,12.53,0.23,2,1,1541.6666666666667,0.22972972972972974,0.0
RENT,EDUCATION,10.83,0.12,3,1,1659.84,0.12049354154617313,0.28
RENT,PERSONAL,13.99,0.12,3,1,1615.3846153846155,0.11904761904761904,0.11538461538461539
MORTGAGE,HOMEIMPROVEMENT,10.59,0.19,2,1,1617.391304347826,0.1881720430107527,0.30434782608695654
RENT,PERSONAL,11.36,0.12,4,1,2000.0,0.11904761904761904,0.09523809523809523
MORTGAGE,DEBTCONSOLIDATION,7.66,0.11,2,1,1617.391304347826,0.10752688172043011,0.30434782608695654
RENT,DEBTCONSOLIDATION,11.36,0.12,2,1,1826.0869565217392,0.11904761904761904,0.0
MORTGAGE,MEDICAL,6.17,0.45,2,1,1771.4285714285713,0.45161290322580644,0.14285714285714285
MORTGAGE,MEDICAL,7.88,0.22,4,1,1550.0,0.21505376344086022,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,13.11,0.43,2,1,1430.7692307692307,0.43010752688172044,0.38461538461538464
RENT,MEDICAL,15.28,0.34,15,1,389.0,0.3427592116538132,0.0
RENT,DEBTCONSOLIDATION,16.7,0.09,12,1,1435.8974358974358,0.08571428571428572,0.0
RENT,EDUCATION,14.54,0.08,14,1,1594.5945945945946,0.08135593220338982,0.05405405405405406
RENT,EDUCATION,16.4,0.12,14,1,2138.4615384615386,0.11990407673860912,0.05128205128205128
RENT,EDUCATION,15.62,0.1,12,1,2783.7837837837837,0.0970873786407767,0.02702702702702703
MORTGAGE,HOMEIMPROVEMENT,6.62,0.11,16,1,837.2093023255813,0.1111111111111111,0.0
RENT,VENTURE,16.29,0.14,16,1,1825.0,0.13664383561643836,0.05
RENT,MEDICAL,13.06,0.41,13,1,671.3333333333334,0.41066699768288645,0.05555555555555555
RENT,MEDICAL,14.84,0.18,13,1,1533.3333333333333,0.1793478260869565,0.08333333333333333
RENT,PERSONAL,16.49,0.17,13,1,690.4761904761905,0.1724137931034483,0.023809523809523808
RENT,MEDICAL,16.45,0.17,13,1,805.5555555555555,0.1724137931034483,0.0
RENT,PERSONAL,8.49,0.15,15,1,871.7948717948718,0.14705882352941177,0.07692307692307693
MORTGAGE,HOMEIMPROVEMENT,12.69,0.41,16,1,763.6458333333334,0.40922111580957576,0.0
RENT,EDUCATION,11.36,0.15,11,1,755.5555555555555,0.14705882352941177,0.022222222222222223
MORTGAGE,MEDICAL,18.39,0.08,15,1,1027.7777777777778,0.08108108108108109,0.1388888888888889
RENT,EDUCATION,15.62,0.13,15,1,953.8461538461538,0.13440860215053763,0.02564102564102564
RENT,EDUCATION,17.74,0.13,17,1,1026.3157894736842,0.1282051282051282,0.02631578947368421
RENT,DEBTCONSOLIDATION,15.31,0.12,16,1,829.92,0.12049354154617313,0.18
RENT,EDUCATION,11.36,0.11,14,1,973.3333333333334,0.1141552511415525,0.0
RENT,HOMEIMPROVEMENT,15.65,0.17,16,1,1255.8139534883721,0.16666666666666666,0.0
RENT,HOMEIMPROVEMENT,12.87,0.1,13,1,1829.787234042553,0.10465116279069768,0.0
RENT,HOMEIMPROVEMENT,11.86,0.08,12,1,2700.0,0.08333333333333333,0.25
RENT,DEBTCONSOLIDATION,16.29,0.27,16,1,771.4285714285714,0.27391975308641975,0.023809523809523808
RENT,MEDICAL,15.62,0.28,11,1,663.0,0.2765208647561589,0.375
RENT,MEDICAL,13.22,0.11,13,1,1222.2222222222222,0.11363636363636363,0.05555555555555555
RENT,PERSONAL,15.65,0.11,14,1,1157.8947368421052,0.11363636363636363,0.0
RENT,MEDICAL,7.49,0.35,12,1,615.3846153846154,0.3541666666666667,0.02564102564102564
RENT,DEBTCONSOLIDATION,10.62,0.33,14,1,722.2222222222222,0.3269230769230769,0.0
RENT,HOMEIMPROVEMENT,8.49,0.31,17,1,729.7297297297297,0.3148148148148148,0.05405405405405406
RENT,EDUCATION,10.38,0.11,14,1,1069.7674418604652,0.10869565217391304,0.06976744186046512
RENT,DEBTCONSOLIDATION,12.84,0.1,17,1,1270.878048780488,0.09595823897439834,0.0975609756097561
RENT,PERSONAL,14.84,0.08,14,1,1594.5945945945946,0.0847457627118644,0.0
RENT,MEDICAL,12.61,0.08,14,1,1236.3636363636363,0.09191176470588236,0.06818181818181818
MORTGAGE,EDUCATION,14.09,0.05,17,1,1100.0,0.045454545454545456,0.4722222222222222
RENT,PERSONAL,15.21,0.05,17,1,2842.1052631578946,0.046296296296296294,0.07894736842105263
RENT,PERSONAL,12.61,0.16,13,1,862.5,0.1565217391304348,0.05
RENT,MEDICAL,13.99,0.1,17,1,1459.4594594594594,0.1,0.40540540540540543
RENT,EDUCATION,17.56,0.38,11,1,400.0,0.3819444444444444,0.0
MORTGAGE,DEBTCONSOLIDATION,15.21,0.2,13,1,1099.4594594594594,0.19665683382497542,0.16216216216216217
RENT,VENTURE,13.23,0.1,12,1,1459.4594594594594,0.10185185185185185,0.05405405405405406
RENT,EDUCATION,9.99,0.19,15,1,789.4736842105264,0.18666666666666668,0.0
RENT,EDUCATION,15.27,0.08,11,1,1622.2222222222222,0.07671232876712329,0.0
RENT,MEDICAL,14.54,0.15,15,1,812.5,0.14871794871794872,0.14583333333333334
MORTGAGE,DEBTCONSOLIDATION,6.17,0.07,13,1,1135.1351351351352,0.07142857142857142,0.0
RENT,VENTURE,15.99,0.32,12,1,492.63157894736844,0.32051282051282054,0.0
RENT,DEBTCONSOLIDATION,14.59,0.24,12,1,663.1578947368421,0.23809523809523808,0.0
MORTGAGE,DEBTCONSOLIDATION,12.87,0.34,17,1,875.0,0.34285714285714286,0.0625
RENT,DEBTCONSOLIDATION,12.42,0.2,12,1,625.0,0.2,0.0
RENT,DEBTCONSOLIDATION,11.36,0.19,16,1,842.1052631578947,0.1875,0.0
RENT,DEBTCONSOLIDATION,15.62,0.18,14,1,767.4418604651163,0.18181818181818182,0.0
RENT,HOMEIMPROVEMENT,7.9,0.19,15,1,810.0,0.18518518518518517,0.0
RENT,PERSONAL,16.29,0.18,15,1,799.1428571428571,0.1787629603146228,0.11904761904761904
RENT,PERSONAL,17.58,0.14,12,1,1076.923076923077,0.14285714285714285,0.05128205128205128
RENT,HOMEIMPROVEMENT,11.36,0.14,12,1,1222.2222222222222,0.13636363636363635,0.05555555555555555
RENT,PERSONAL,11.36,0.14,12,1,1100.0,0.13636363636363635,0.0
RENT,VENTURE,17.04,0.14,17,1,1189.1891891891892,0.13636363636363635,0.0
RENT,EDUCATION,14.09,0.12,11,1,1020.8333333333334,0.12244897959183673,0.041666666666666664
MORTGAGE,VENTURE,12.23,0.11,12,1,1000.0,0.11363636363636363,0.045454545454545456
RENT,MEDICAL,16.49,0.09,14,1,1122.0,0.10695187165775401,0.06
MORTGAGE,DEBTCONSOLIDATION,13.3,0.21,15,1,1222.2222222222222,0.21363636363636362,0.25
MORTGAGE,MEDICAL,10.0,0.04,13,1,1222.3333333333333,0.04090537223888737,0.027777777777777776
RENT,MEDICAL,15.33,0.08,15,1,1551.7948717948718,0.0991407799074686,0.15384615384615385
RENT,PERSONAL,9.91,0.25,14,1,694.4444444444445,0.248,0.05555555555555555
RENT,DEBTCONSOLIDATION,13.85,0.13,11,1,1444.4444444444443,0.1346153846153846,0.05555555555555555
RENT,EDUCATION,11.36,0.13,16,1,1200.0,0.12962962962962962,0.06666666666666667
RENT,DEBTCONSOLIDATION,15.95,0.13,15,1,1318.857142857143,0.12637203928365107,0.40476190476190477
MORTGAGE,PERSONAL,15.27,0.12,12,1,1277.7777777777778,0.11630434782608695,0.16666666666666666
RENT,PERSONAL,7.66,0.48,13,1,389.18918918918916,0.4826388888888889,0.05405405405405406
MORTGAGE,MEDICAL,7.51,0.06,12,1,1300.0,0.05982905982905983,0.5555555555555556
RENT,PERSONAL,14.54,0.13,13,1,1311.975,0.12576459155090608,0.425
RENT,HOMEIMPROVEMENT,12.92,0.35,15,1,430.4,0.3459314332920281,0.0
MORTGAGE,MEDICAL,14.11,0.1,11,1,1305.5555555555557,0.10425531914893617,0.1111111111111111
MORTGAGE,MEDICAL,15.21,0.19,15,1,1263.157894736842,0.1875,0.6052631578947368
MORTGAGE,EDUCATION,13.92,0.03,13,1,1333.3333333333333,0.03125,0.08333333333333333
MORTGAGE,MEDICAL,15.21,0.15,17,1,1304.2432432432433,0.14505667571544026,0.5675675675675675
RENT,DEBTCONSOLIDATION,16.77,0.2,17,1,945.9459459459459,0.2,0.0
OWN,MEDICAL,19.03,0.49,11,1,1088.888888888889,0.49489795918367346,0.1111111111111111
RENT,DEBTCONSOLIDATION,15.99,0.18,16,1,950.0,0.18421052631578946,0.1
RENT,HOMEIMPROVEMENT,10.74,0.14,16,1,1361.111111111111,0.14285714285714285,0.16666666666666666
RENT,PERSONAL,15.99,0.12,16,1,1426.8292682926829,0.12222222222222222,0.4146341463414634
RENT,MEDICAL,11.36,0.31,17,1,589.7435897435897,0.3130434782608696,0.0
RENT,PERSONAL,19.03,0.25,14,1,783.7837837837837,0.2482758620689655,0.13513513513513514
MORTGAGE,MEDICAL,15.65,0.08,17,1,1324.3243243243244,0.08163265306122448,0.08108108108108109
MORTGAGE,DEBTCONSOLIDATION,15.68,0.16,14,1,1363.1666666666667,0.16301911399111546,0.08333333333333333
MORTGAGE,DEBTCONSOLIDATION,16.89,0.25,15,1,1281.871794871795,0.2520352849398916,0.2564102564102564
RENT,HOMEIMPROVEMENT,9.01,0.39,11,1,452.09302325581393,0.38580246913580246,0.023255813953488372
RENT,DEBTCONSOLIDATION,13.47,0.29,12,1,692.1052631578947,0.28517110266159695,0.02631578947368421
MORTGAGE,MEDICAL,15.68,0.2,16,1,1416.6666666666667,0.19607843137254902,0.05555555555555555
RENT,HOMEIMPROVEMENT,11.36,0.14,14,1,1500.0,0.1388888888888889,0.05555555555555555
RENT,HOMEIMPROVEMENT,13.24,0.06,14,1,3025.5384615384614,0.06356147666022577,0.15384615384615385
RENT,EDUCATION,17.49,0.06,11,1,2666.6666666666665,0.05859375,0.0
RENT,DEBTCONSOLIDATION,14.61,0.35,13,1,592.3333333333334,0.3540611517538923,0.0
MORTGAGE,VENTURE,16.29,0.11,13,0,1318.1818181818182,0.1103448275862069,0.29545454545454547
RENT,DEBTCONSOLIDATION,16.89,0.22,14,1,842.9268292682926,0.21846064814814814,0.1951219512195122
MORTGAGE,HOMEIMPROVEMENT,14.65,0.13,14,1,1300.0,0.1346153846153846,0.15
MORTGAGE,EDUCATION,18.79,0.14,12,0,1450.0,0.13793103448275862,0.225
RENT,MEDICAL,13.49,0.1,15,0,2222.222222222222,0.095,0.0
RENT,HOMEIMPROVEMENT,16.0,0.26,16,1,769.2307692307693,0.25583333333333336,0.02564102564102564
RENT,VENTURE,11.36,0.15,13,0,1424.3243243243244,0.1461100569259962,0.02702702702702703
RENT,EDUCATION,15.23,0.12,11,0,1575.0,0.12222222222222222,0.1
MORTGAGE,PERSONAL,6.54,0.37,14,0,1611.111111111111,0.3724137931034483,0.3333333333333333
RENT,VENTURE,11.36,0.26,17,1,805.6216216216217,0.25999731615673644,0.10810810810810811
MORTGAGE,PERSONAL,11.36,0.03,17,1,1444.4444444444443,0.028846153846153848,0.3055555555555556
MORTGAGE,EDUCATION,13.22,0.16,14,0,1348.8372093023256,0.15517241379310345,0.09302325581395349
MORTGAGE,DEBTCONSOLIDATION,12.87,0.09,11,0,1414.6341463414635,0.0896551724137931,0.14634146341463414
RENT,DEBTCONSOLIDATION,11.36,0.18,13,0,977.2727272727273,0.1813953488372093,0.06818181818181818
MORTGAGE,PERSONAL,11.03,0.11,13,0,1260.8695652173913,0.10862068965517241,0.21739130434782608
MORTGAGE,DEBTCONSOLIDATION,15.25,0.31,11,1,1410.8108108108108,0.3065134099616858,0.05405405405405406
RENT,EDUCATION,11.99,0.08,11,0,2615.3846153846152,0.07647058823529412,0.10256410256410256
RENT,VENTURE,6.91,0.44,17,1,428.57142857142856,0.4444444444444444,0.07142857142857142
MORTGAGE,MEDICAL,7.9,0.15,16,0,1311.111111111111,0.15254237288135594,0.1111111111111111
MORTGAGE,HOMEIMPROVEMENT,13.98,0.19,16,1,1472.2222222222222,0.18867924528301888,0.1388888888888889
RENT,VENTURE,13.8,0.33,12,1,615.3846153846154,0.3333333333333333,0.0
MORTGAGE,HOMEIMPROVEMENT,10.25,0.15,13,0,1594.5945945945946,0.15254237288135594,0.08108108108108109
RENT,DEBTCONSOLIDATION,13.61,0.33,14,1,666.6666666666666,0.3333333333333333,0.05555555555555555
MORTGAGE,MEDICAL,11.36,0.19,17,0,1594.5945945945946,0.1864406779661017,0.1891891891891892
RENT,MEDICAL,11.99,0.32,17,1,581.3953488372093,0.32,0.13953488372093023
RENT,MEDICAL,15.65,0.32,13,1,694.4444444444445,0.32,0.1111111111111111
MORTGAGE,VENTURE,7.51,0.17,15,0,1639.0,0.16948003525184732,0.3055555555555556
MORTGAGE,VENTURE,7.14,0.09,11,0,1487.1,0.0924618384775738,0.325
RENT,EDUCATION,7.49,0.29,11,0,636.3636363636364,0.2857142857142857,0.3409090909090909
MORTGAGE,HOMEIMPROVEMENT,15.62,0.35,13,0,1656.0277777777778,0.35224851971753024,0.3888888888888889
MORTGAGE,VENTURE,18.25,0.3,15,0,1661.111111111111,0.30434782608695654,0.5555555555555556
RENT,MEDICAL,11.36,0.27,14,0,789.4736842105264,0.26666666666666666,0.15789473684210525
RENT,VENTURE,14.96,0.27,15,0,714.2857142857143,0.26666666666666666,0.11904761904761904
RENT,VENTURE,10.38,0.26,17,0,756.0975609756098,0.25806451612903225,0.07317073170731707
MORTGAGE,EDUCATION,14.65,0.28,14,0,1538.4615384615386,0.2833333333333333,0.02564102564102564
RENT,MEDICAL,6.62,0.25,14,0,666.6666666666666,0.25,0.08333333333333333
RENT,DEBTCONSOLIDATION,10.99,0.25,12,0,711.1111111111111,0.25,0.0
MORTGAGE,DEBTCONSOLIDATION,12.69,0.28,14,0,1666.6666666666667,0.2841666666666667,0.19444444444444445
RENT,PERSONAL,11.36,0.24,17,0,908.1081081081081,0.23809523809523808,0.08108108108108109
RENT,PERSONAL,11.36,0.24,15,0,944.3333333333334,0.23532180256500765,0.3333333333333333
RENT,DEBTCONSOLIDATION,11.36,0.24,16,0,944.4444444444445,0.23529411764705882,0.05555555555555555
RENT,EDUCATION,13.22,0.23,14,0,897.4358974358975,0.22857142857142856,0.20512820512820512
RENT,DEBTCONSOLIDATION,12.18,0.27,11,1,638.2978723404256,0.26666666666666666,0.10638297872340426
MORTGAGE,DEBTCONSOLIDATION,6.62,0.21,14,0,1538.4615384615386,0.21333333333333335,0.15384615384615385
RENT,HOMEIMPROVEMENT,11.11,0.26,13,1,847.2222222222222,0.26229508196721313,0.08333333333333333
RENT,MEDICAL,14.11,0.26,12,1,861.1111111111111,0.25806451612903225,0.05555555555555555
MORTGAGE,EDUCATION,16.89,0.06,13,1,1459.4594594594594,0.06481481481481481,0.02702702702702703
MORTGAGE,MEDICAL,5.42,0.13,13,0,1428.5714285714287,0.13333333333333333,0.023809523809523808
MORTGAGE,HOMEIMPROVEMENT,5.42,0.24,12,0,1500.0,0.24,0.05
OWN,EDUCATION,13.49,0.07,11,0,1304.3478260869565,0.06833333333333333,0.391304347826087
MORTGAGE,VENTURE,11.99,0.04,15,0,1578.9473684210527,0.045,0.5789473684210527
RENT,DEBTCONSOLIDATION,14.96,0.25,17,1,800.0,0.25,0.05
RENT,DEBTCONSOLIDATION,14.26,0.24,12,1,848.7179487179487,0.24169184290030213,0.07692307692307693
RENT,EDUCATION,7.14,0.2,16,0,1025.5384615384614,0.2000200020002,0.23076923076923078
MORTGAGE,DEBTCONSOLIDATION,7.49,0.03,15,0,1200.0,0.03333333333333333,0.16
MORTGAGE,PERSONAL,17.99,0.28,16,0,1463.4146341463415,0.28,0.07317073170731707
MORTGAGE,DEBTCONSOLIDATION,10.99,0.13,13,0,1578.9473684210527,0.13333333333333333,0.18421052631578946
RENT,HOMEIMPROVEMENT,17.74,0.24,17,1,944.4444444444445,0.23529411764705882,0.0
RENT,DEBTCONSOLIDATION,12.69,0.19,15,0,1135.1351351351352,0.19047619047619047,0.13513513513513514
MORTGAGE,PERSONAL,10.59,0.07,12,0,1538.4615384615386,0.06666666666666667,0.5641025641025641
MORTGAGE,EDUCATION,6.99,0.06,12,0,1304.3478260869565,0.06,0.15217391304347827
MORTGAGE,HOMEIMPROVEMENT,12.99,0.06,14,0,1500.0,0.058333333333333334,0.025
RENT,MEDICAL,11.49,0.19,13,0,1162.162162162162,0.18604651162790697,0.0
MORTGAGE,VENTURE,10.99,0.3,11,0,1395.3488372093022,0.3,0.06976744186046512
RENT,MEDICAL,12.53,0.18,14,0,1128.2051282051282,0.18181818181818182,0.1282051282051282
OWN,VENTURE,17.49,0.11,14,0,1538.4615384615386,0.11333333333333333,0.1794871794871795
MORTGAGE,MEDICAL,10.37,0.13,17,0,1250.0,0.13333333333333333,0.16666666666666666
RENT,EDUCATION,10.74,0.18,17,0,1216.2162162162163,0.17777777777777778,0.02702702702702703
RENT,PERSONAL,14.84,0.21,14,1,951.219512195122,0.20512820512820512,0.04878048780487805
MORTGAGE,DEBTCONSOLIDATION,7.66,0.2,15,0,1578.9473684210527,0.2,0.0
RENT,EDUCATION,9.63,0.18,17,0,1216.2162162162163,0.17777777777777778,0.0
OWN,PERSONAL,17.51,0.17,13,0,1666.6666666666667,0.17041666666666666,0.0
MORTGAGE,HOMEIMPROVEMENT,10.37,0.15,16,0,1428.5714285714287,0.1475,0.09523809523809523
RENT,EDUCATION,11.36,0.17,12,0,1270.3783783783783,0.17019828099736192,0.13513513513513514
RENT,EDUCATION,5.99,0.17,15,0,1170.7317073170732,0.16666666666666666,0.17073170731707318
MORTGAGE,DEBTCONSOLIDATION,7.29,0.04,11,0,1250.0,0.041666666666666664,0.0
MORTGAGE,EDUCATION,14.09,0.08,12,0,1463.4146341463415,0.08166666666666667,0.43902439024390244
RENT,PERSONAL,17.49,0.16,14,0,1388.888888888889,0.16,0.1111111111111111
RENT,HOMEIMPROVEMENT,7.49,0.16,16,0,1162.7906976744187,0.16,0.0
RENT,HOMEIMPROVEMENT,10.99,0.16,16,0,1351.3513513513512,0.16,0.13513513513513514
MORTGAGE,DEBTCONSOLIDATION,15.57,0.46,16,1,1459.4594594594594,0.46296296296296297,0.5675675675675675
MORTGAGE,MEDICAL,5.79,0.15,17,0,1395.3488372093022,0.15416666666666667,0.046511627906976744
RENT,HOMEIMPROVEMENT,12.84,0.16,17,0,1162.7906976744187,0.16,0.06976744186046512
OWN,PERSONAL,6.91,0.2,13,0,1463.4146341463415,0.2,0.17073170731707318
RENT,HOMEIMPROVEMENT,10.14,0.16,15,0,1190.4761904761904,0.16,0.07142857142857142
RENT,DEBTCONSOLIDATION,11.36,0.16,16,0,1351.3513513513512,0.16,0.02702702702702703
RENT,MEDICAL,11.36,0.18,11,1,936.2553191489362,0.181801654395055,0.0425531914893617
RENT,HOMEIMPROVEMENT,10.99,0.16,17,0,1408.3333333333333,0.15779092702169625,0.05555555555555555
MORTGAGE,MEDICAL,13.35,0.06,13,0,1463.4146341463415,0.06416666666666666,0.12195121951219512
RENT,MEDICAL,13.47,0.16,13,0,1416.6666666666667,0.1568627450980392,0.1388888888888889
MORTGAGE,VENTURE,6.91,0.25,14,0,1538.4615384615386,0.25,0.48717948717948717
MORTGAGE,VENTURE,13.23,0.09,12,1,1317.0731707317073,0.09259259259259259,0.14634146341463414
MORTGAGE,EDUCATION,7.88,0.25,17,0,1666.6666666666667,0.25,0.3333333333333333
RENT,MEDICAL,11.36,0.15,13,0,1396.1052631578948,0.15079544597753147,0.0
MORTGAGE,VENTURE,7.51,0.17,14,0,1578.9473684210527,0.16666666666666666,0.23684210526315788
RENT,DEBTCONSOLIDATION,15.31,0.16,13,1,1361.111111111111,0.16326530612244897,0.0
MORTGAGE,MEDICAL,7.51,0.23,12,0,1666.6666666666667,0.22916666666666666,0.16666666666666666
RENT,PERSONAL,6.03,0.14,12,0,1404.878048780488,0.1388888888888889,0.14634146341463414
RENT,MEDICAL,11.36,0.15,14,1,1475.7222222222222,0.15058540074539772,0.027777777777777776
MORTGAGE,DEBTCONSOLIDATION,12.73,0.2,15,0,1621.6216216216217,0.2,0.10810810810810811
MORTGAGE,EDUCATION,16.07,0.14,13,1,1200.0,0.14351851851851852,0.022222222222222223
RENT,MEDICAL,10.37,0.13,16,0,1395.3488372093022,0.13333333333333333,0.023255813953488372
MORTGAGE,HOMEIMPROVEMENT,11.36,0.25,13,0,1363.6363636363637,0.25,0.09090909090909091
MORTGAGE,VENTURE,14.59,0.08,11,0,1500.0,0.08,0.025
RENT,PERSONAL,9.88,0.13,14,0,1538.4615384615386,0.13333333333333333,0.07692307692307693
RENT,PERSONAL,11.48,0.13,17,0,1537.5,0.13008130081300814,0.075
RENT,PERSONAL,11.36,0.09,11,0,1543.5128205128206,0.08638304234430287,0.15384615384615385
OWN,VENTURE,14.96,0.1,14,0,1578.9473684210527,0.1,0.05263157894736842
MORTGAGE,HOMEIMPROVEMENT,9.88,0.17,16,0,1395.3488372093022,0.16666666666666666,0.627906976744186
RENT,EDUCATION,7.9,0.08,14,0,1545.4545454545455,0.07573529411764705,0.1590909090909091
MORTGAGE,EDUCATION,16.35,0.27,17,0,1578.9473684210527,0.26666666666666666,0.23684210526315788
RENT,PERSONAL,11.48,0.25,11,1,555.5555555555555,0.25375,0.0
RENT,MEDICAL,10.59,0.22,12,0,530.2325581395348,0.2225877192982456,0.0
RENT,MEDICAL,11.36,0.18,11,0,600.0,0.18297101449275363,0.021739130434782608
MORTGAGE,PERSONAL,11.83,0.11,16,1,1384.6153846153845,0.1111111111111111,0.0
MORTGAGE,EDUCATION,13.92,0.13,15,0,1666.6666666666667,0.13333333333333333,0.05555555555555555
RENT,MEDICAL,13.61,0.2,2,0,1740.0,0.20114942528735633,0.15
RENT,PERSONAL,10.59,0.33,11,1,416.6666666666667,0.3333333333333333,0.0
MORTGAGE,MEDICAL,8.94,0.2,15,0,1500.0,0.2,0.025
RENT,PERSONAL,8.94,0.3,17,1,420.0,0.2976190476190476,0.2
OWN,HOMEIMPROVEMENT,9.32,0.08,12,0,1621.6216216216217,0.08333333333333333,0.40540540540540543
MORTGAGE,MEDICAL,7.68,0.12,15,0,1538.4615384615386,0.11666666666666667,0.5128205128205128
MORTGAGE,HOMEIMPROVEMENT,9.32,0.1,16,0,1621.6216216216217,0.1,0.4594594594594595
